"kodewilayah","provinsi","kabupatenkota","kecamatan"
317508,"DKI Jakarta","Kota Jakarta Timur","Makasar"
317509,"DKI Jakarta","Kota Jakarta Timur","Ciracas"
317510,"DKI Jakarta","Kota Jakarta Timur","Cipayung"
320101,"Jawa Barat","Kab. Bogor","Cibinong"
320102,"Jawa Barat","Kab. Bogor","Gunung Putri"
320103,"Jawa Barat","Kab. Bogor","Citeureup"
320104,"Jawa Barat","Kab. Bogor","Sukaraja"
320105,"Jawa Barat","Kab. Bogor","Babakan Madang"
320106,"Jawa Barat","Kab. Bogor","Jonggol"
320107,"Jawa Barat","Kab. Bogor","Cileungsi"
320108,"Jawa Barat","Kab. Bogor","Cariu"
320109,"Jawa Barat","Kab. Bogor","Sukamakmur"
320110,"Jawa Barat","Kab. Bogor","Parung"
320111,"Jawa Barat","Kab. Bogor","Gunung Sindur"
320112,"Jawa Barat","Kab. Bogor","Kemang"
320113,"Jawa Barat","Kab. Bogor","Bojong Gede"
320114,"Jawa Barat","Kab. Bogor","Leuwiliang"
320115,"Jawa Barat","Kab. Bogor","Ciampea"
320116,"Jawa Barat","Kab. Bogor","Cibungbulang"
320117,"Jawa Barat","Kab. Bogor","Pamijahan"
320118,"Jawa Barat","Kab. Bogor","Rumpin"
320119,"Jawa Barat","Kab. Bogor","Jasinga"
320120,"Jawa Barat","Kab. Bogor","Parung Panjang"
320121,"Jawa Barat","Kab. Bogor","Nanggung"
320122,"Jawa Barat","Kab. Bogor","Cigudeg"
320123,"Jawa Barat","Kab. Bogor","Tenjo"
320124,"Jawa Barat","Kab. Bogor","Ciawi"
320125,"Jawa Barat","Kab. Bogor","Cisarua"
320126,"Jawa Barat","Kab. Bogor","Megamendung"
320127,"Jawa Barat","Kab. Bogor","Caringin"
320128,"Jawa Barat","Kab. Bogor","Cijeruk"
320129,"Jawa Barat","Kab. Bogor","Ciomas"
320130,"Jawa Barat","Kab. Bogor","Dramaga"
320131,"Jawa Barat","Kab. Bogor","Tamansari"
320132,"Jawa Barat","Kab. Bogor","Klapanunggal"
320133,"Jawa Barat","Kab. Bogor","Ciseeng"
320134,"Jawa Barat","Kab. Bogor","Ranca Bungur"
320135,"Jawa Barat","Kab. Bogor","Sukajaya"
320136,"Jawa Barat","Kab. Bogor","Tanjungsari"
320137,"Jawa Barat","Kab. Bogor","Tajurhalang"
320138,"Jawa Barat","Kab. Bogor","Cigombong"
320139,"Jawa Barat","Kab. Bogor","Leuwisadeng"
320140,"Jawa Barat","Kab. Bogor","Tenjolaya"
320201,"Jawa Barat","Kab. Sukabumi","Pelabuhan Ratu"
320202,"Jawa Barat","Kab. Sukabumi","Simpenan"
320203,"Jawa Barat","Kab. Sukabumi","Cikakak"
320204,"Jawa Barat","Kab. Sukabumi","Bantar Gadung"
320205,"Jawa Barat","Kab. Sukabumi","Cisolok"
320206,"Jawa Barat","Kab. Sukabumi","Cikidang"
320207,"Jawa Barat","Kab. Sukabumi","Lengkong"
320208,"Jawa Barat","Kab. Sukabumi","Jampang Tengah"
320209,"Jawa Barat","Kab. Sukabumi","Warung Kiara"
320210,"Jawa Barat","Kab. Sukabumi","Cikembar"
320211,"Jawa Barat","Kab. Sukabumi","Cibadak"
320212,"Jawa Barat","Kab. Sukabumi","Nagrak"
320213,"Jawa Barat","Kab. Sukabumi","Parung Kuda"
320214,"Jawa Barat","Kab. Sukabumi","Bojong Genteng"
320215,"Jawa Barat","Kab. Sukabumi","Parakan Salak"
320216,"Jawa Barat","Kab. Sukabumi","Cicurug"
320217,"Jawa Barat","Kab. Sukabumi","Cidahu"
320218,"Jawa Barat","Kab. Sukabumi","Kalapa Nunggal"
320219,"Jawa Barat","Kab. Sukabumi","Kabandungan"
320220,"Jawa Barat","Kab. Sukabumi","Waluran"
320221,"Jawa Barat","Kab. Sukabumi","Jampang Kulon"
320222,"Jawa Barat","Kab. Sukabumi","Ciemas"
320223,"Jawa Barat","Kab. Sukabumi","Kalibunder"
320224,"Jawa Barat","Kab. Sukabumi","Surade"
320225,"Jawa Barat","Kab. Sukabumi","Cibitung"
320226,"Jawa Barat","Kab. Sukabumi","Ciracap"
320227,"Jawa Barat","Kab. Sukabumi","Gunung Guruh"
320228,"Jawa Barat","Kab. Sukabumi","Cicantayan"
320229,"Jawa Barat","Kab. Sukabumi","Cisaat"
320230,"Jawa Barat","Kab. Sukabumi","Kadudampit"
320231,"Jawa Barat","Kab. Sukabumi","Caringin"
320232,"Jawa Barat","Kab. Sukabumi","Sukabumi"
320233,"Jawa Barat","Kab. Sukabumi","Sukaraja"
320234,"Jawa Barat","Kab. Sukabumi","Kebon Pedes"
320235,"Jawa Barat","Kab. Sukabumi","Cireunghas"
320236,"Jawa Barat","Kab. Sukabumi","Sukalarang"
320237,"Jawa Barat","Kab. Sukabumi","Pabuaran"
320238,"Jawa Barat","Kab. Sukabumi","Purabaya"
320239,"Jawa Barat","Kab. Sukabumi","Nyalindung"
320240,"Jawa Barat","Kab. Sukabumi","Geger Bitung"
320241,"Jawa Barat","Kab. Sukabumi","Sagaranten"
320242,"Jawa Barat","Kab. Sukabumi","Curug Kembar"
320243,"Jawa Barat","Kab. Sukabumi","Cidolog"
320244,"Jawa Barat","Kab. Sukabumi","Cidadap"
320245,"Jawa Barat","Kab. Sukabumi","Tegalbuleud"
320246,"Jawa Barat","Kab. Sukabumi","Cimanggu"
320247,"Jawa Barat","Kab. Sukabumi","Ciambar"
320301,"Jawa Barat","Kab. Cianjur","Cianjur"
320302,"Jawa Barat","Kab. Cianjur","Warungkondang"
320303,"Jawa Barat","Kab. Cianjur","Cibeber"
320304,"Jawa Barat","Kab. Cianjur","Cilaku"
320305,"Jawa Barat","Kab. Cianjur","Ciranjang"
320306,"Jawa Barat","Kab. Cianjur","Bojongpicung"
320307,"Jawa Barat","Kab. Cianjur","Karangtengah"
320308,"Jawa Barat","Kab. Cianjur","Mande"
320309,"Jawa Barat","Kab. Cianjur","Sukaluyu"
320310,"Jawa Barat","Kab. Cianjur","Pacet"
320311,"Jawa Barat","Kab. Cianjur","Cugenang"
320312,"Jawa Barat","Kab. Cianjur","Cikalongkulon"
320313,"Jawa Barat","Kab. Cianjur","Sukaresmi"
320314,"Jawa Barat","Kab. Cianjur","Sukanagara"
320315,"Jawa Barat","Kab. Cianjur","Campaka"
320316,"Jawa Barat","Kab. Cianjur","Takokak"
320317,"Jawa Barat","Kab. Cianjur","Kadupandak"
320318,"Jawa Barat","Kab. Cianjur","Pagelaran"
320319,"Jawa Barat","Kab. Cianjur","Tanggeung"
320320,"Jawa Barat","Kab. Cianjur","Cibinong"
320321,"Jawa Barat","Kab. Cianjur","Sindangbarang"
320322,"Jawa Barat","Kab. Cianjur","Agrabinta"
320323,"Jawa Barat","Kab. Cianjur","Cidaun"
320324,"Jawa Barat","Kab. Cianjur","Naringgul"
320325,"Jawa Barat","Kab. Cianjur","Campakamulya"
320326,"Jawa Barat","Kab. Cianjur","Cikadu"
320327,"Jawa Barat","Kab. Cianjur","Gekbrong"
320328,"Jawa Barat","Kab. Cianjur","Cipanas"
320329,"Jawa Barat","Kab. Cianjur","Cijati"
320330,"Jawa Barat","Kab. Cianjur","Leles"
320331,"Jawa Barat","Kab. Cianjur","Haurwangi"
320332,"Jawa Barat","Kab. Cianjur","Pasirkuda"
320405,"Jawa Barat","Kab. Bandung","Cileunyi"
320406,"Jawa Barat","Kab. Bandung","Cimenyan"
320407,"Jawa Barat","Kab. Bandung","Cilengkrang"
320408,"Jawa Barat","Kab. Bandung","Bojongsoang"
320409,"Jawa Barat","Kab. Bandung","Margahayu"
320410,"Jawa Barat","Kab. Bandung","Margaasih"
320411,"Jawa Barat","Kab. Bandung","Katapang"
320412,"Jawa Barat","Kab. Bandung","Dayeuhkolot"
320413,"Jawa Barat","Kab. Bandung","Banjaran"
320414,"Jawa Barat","Kab. Bandung","Pameungpeuk"
320415,"Jawa Barat","Kab. Bandung","Pangalengan"
320416,"Jawa Barat","Kab. Bandung","Arjasari"
320417,"Jawa Barat","Kab. Bandung","Cimaung"
320425,"Jawa Barat","Kab. Bandung","Cicalengka"
320426,"Jawa Barat","Kab. Bandung","Nagreg"
320427,"Jawa Barat","Kab. Bandung","Cikancung"
320428,"Jawa Barat","Kab. Bandung","Rancaekek"
320429,"Jawa Barat","Kab. Bandung","Ciparay"
320430,"Jawa Barat","Kab. Bandung","Pacet"
320431,"Jawa Barat","Kab. Bandung","Kertasari"
320432,"Jawa Barat","Kab. Bandung","Baleendah"
320433,"Jawa Barat","Kab. Bandung","Majalaya"
320434,"Jawa Barat","Kab. Bandung","Solokanjeruk"
320435,"Jawa Barat","Kab. Bandung","Paseh"
320436,"Jawa Barat","Kab. Bandung","Ibun"
320437,"Jawa Barat","Kab. Bandung","Soreang"
320438,"Jawa Barat","Kab. Bandung","Pasirjambu"
320439,"Jawa Barat","Kab. Bandung","Ciwidey"
320440,"Jawa Barat","Kab. Bandung","Rancabali"
320444,"Jawa Barat","Kab. Bandung","Cangkuang"
320446,"Jawa Barat","Kab. Bandung","Kutawaringin"
320501,"Jawa Barat","Kab. Garut","Garut Kota"
320502,"Jawa Barat","Kab. Garut","Karangpawitan"
320503,"Jawa Barat","Kab. Garut","Wanaraja"
320504,"Jawa Barat","Kab. Garut","Tarogong Kaler"
320505,"Jawa Barat","Kab. Garut","Tarogong Kidul"
320506,"Jawa Barat","Kab. Garut","Banyuresmi"
320507,"Jawa Barat","Kab. Garut","Samarang"
320508,"Jawa Barat","Kab. Garut","Pasirwangi"
320509,"Jawa Barat","Kab. Garut","Leles"
320510,"Jawa Barat","Kab. Garut","Kadungora"
320511,"Jawa Barat","Kab. Garut","Leuwigoong"
320512,"Jawa Barat","Kab. Garut","Cibatu"
320513,"Jawa Barat","Kab. Garut","Kersamanah"
320514,"Jawa Barat","Kab. Garut","Malangbong"
320515,"Jawa Barat","Kab. Garut","Sukawening"
320516,"Jawa Barat","Kab. Garut","Karangtengah"
320517,"Jawa Barat","Kab. Garut","Bayongbong"
320518,"Jawa Barat","Kab. Garut","Cigedug"
320519,"Jawa Barat","Kab. Garut","Cilawu"
320520,"Jawa Barat","Kab. Garut","Cisurupan"
320521,"Jawa Barat","Kab. Garut","Sukaresmi"
320522,"Jawa Barat","Kab. Garut","Cikajang"
320523,"Jawa Barat","Kab. Garut","Banjarwangi"
320524,"Jawa Barat","Kab. Garut","Singajaya"
320525,"Jawa Barat","Kab. Garut","Cihurip"
320526,"Jawa Barat","Kab. Garut","Peundeuy"
320527,"Jawa Barat","Kab. Garut","Pameungpeuk"
320528,"Jawa Barat","Kab. Garut","Cisompet"
320529,"Jawa Barat","Kab. Garut","Cibalong"
320530,"Jawa Barat","Kab. Garut","Cikelet"
320531,"Jawa Barat","Kab. Garut","Bungbulang"
320532,"Jawa Barat","Kab. Garut","Mekarmukti"
320533,"Jawa Barat","Kab. Garut","Pakenjeng"
320534,"Jawa Barat","Kab. Garut","Pamulihan"
320535,"Jawa Barat","Kab. Garut","Cisewu"
320536,"Jawa Barat","Kab. Garut","Caringin"
320537,"Jawa Barat","Kab. Garut","Talegong"
320538,"Jawa Barat","Kab. Garut","Bl. Limbangan"
320539,"Jawa Barat","Kab. Garut","Selaawi"
320540,"Jawa Barat","Kab. Garut","Cibiuk"
320541,"Jawa Barat","Kab. Garut","Pangatikan"
320542,"Jawa Barat","Kab. Garut","Sucinaraja"
320601,"Jawa Barat","Kab. Tasikmalaya","Cipatujah"
320602,"Jawa Barat","Kab. Tasikmalaya","Karangnunggal"
320603,"Jawa Barat","Kab. Tasikmalaya","Cikalong"
320604,"Jawa Barat","Kab. Tasikmalaya","Panca Tengah"
320605,"Jawa Barat","Kab. Tasikmalaya","Cikatomas"
320606,"Jawa Barat","Kab. Tasikmalaya","Cibalong"
320607,"Jawa Barat","Kab. Tasikmalaya","Parungponteng"
320608,"Jawa Barat","Kab. Tasikmalaya","Bantarkalong"
320609,"Jawa Barat","Kab. Tasikmalaya","Bojongasih"
320610,"Jawa Barat","Kab. Tasikmalaya","Culamega"
320611,"Jawa Barat","Kab. Tasikmalaya","Bojonggambir"
320612,"Jawa Barat","Kab. Tasikmalaya","Sodonghilir"
320613,"Jawa Barat","Kab. Tasikmalaya","Taraju"
320614,"Jawa Barat","Kab. Tasikmalaya","Salawu"
320615,"Jawa Barat","Kab. Tasikmalaya","Puspahiang"
320616,"Jawa Barat","Kab. Tasikmalaya","Tanjungjaya"
320617,"Jawa Barat","Kab. Tasikmalaya","Sukaraja"
320618,"Jawa Barat","Kab. Tasikmalaya","Salopa"
320619,"Jawa Barat","Kab. Tasikmalaya","Jatiwaras"
320620,"Jawa Barat","Kab. Tasikmalaya","Cineam"
320621,"Jawa Barat","Kab. Tasikmalaya","Karang Jaya"
320622,"Jawa Barat","Kab. Tasikmalaya","Manonjaya"
320623,"Jawa Barat","Kab. Tasikmalaya","Gunung Tanjung"
320624,"Jawa Barat","Kab. Tasikmalaya","Singaparna"
320625,"Jawa Barat","Kab. Tasikmalaya","Mangunreja"
320626,"Jawa Barat","Kab. Tasikmalaya","Sukarame"
320627,"Jawa Barat","Kab. Tasikmalaya","Cigalontang"
320628,"Jawa Barat","Kab. Tasikmalaya","Leuwisari"
320629,"Jawa Barat","Kab. Tasikmalaya","Padakembang"
320630,"Jawa Barat","Kab. Tasikmalaya","Sariwangi"
320631,"Jawa Barat","Kab. Tasikmalaya","Sukaratu"
320632,"Jawa Barat","Kab. Tasikmalaya","Cisayong"
320633,"Jawa Barat","Kab. Tasikmalaya","Sukahening"
320634,"Jawa Barat","Kab. Tasikmalaya","Rajapolah"
320635,"Jawa Barat","Kab. Tasikmalaya","Jamanis"
320636,"Jawa Barat","Kab. Tasikmalaya","Ciawi"
320637,"Jawa Barat","Kab. Tasikmalaya","Kadipaten"
320638,"Jawa Barat","Kab. Tasikmalaya","Pagerageung"
320639,"Jawa Barat","Kab. Tasikmalaya","Sukaresik"
320701,"Jawa Barat","Kab. Ciamis","Ciamis"
320702,"Jawa Barat","Kab. Ciamis","Cikoneng"
320703,"Jawa Barat","Kab. Ciamis","Cijeungjing"
320704,"Jawa Barat","Kab. Ciamis","Sadananya"
320705,"Jawa Barat","Kab. Ciamis","Cidolog"
320706,"Jawa Barat","Kab. Ciamis","Cihaurbeuti"
320707,"Jawa Barat","Kab. Ciamis","Panumbangan"
320708,"Jawa Barat","Kab. Ciamis","Panjalu"
320709,"Jawa Barat","Kab. Ciamis","Kawali"
320710,"Jawa Barat","Kab. Ciamis","Panawangan"
320711,"Jawa Barat","Kab. Ciamis","Cipaku"
320712,"Jawa Barat","Kab. Ciamis","Jatinagara"
320713,"Jawa Barat","Kab. Ciamis","Rajadesa"
320714,"Jawa Barat","Kab. Ciamis","Sukadana"
320715,"Jawa Barat","Kab. Ciamis","Rancah"
320716,"Jawa Barat","Kab. Ciamis","Tambaksari"
320717,"Jawa Barat","Kab. Ciamis","Lakbok"
320718,"Jawa Barat","Kab. Ciamis","Banjarsari"
320719,"Jawa Barat","Kab. Ciamis","Pamarican"
320720,"Jawa Barat","Kab. Ciamis","Padaherang"
320721,"Jawa Barat","Kab. Ciamis","Kalipucang"
320722,"Jawa Barat","Kab. Ciamis","Pangandaran"
320723,"Jawa Barat","Kab. Ciamis","Sidamulih"
320724,"Jawa Barat","Kab. Ciamis","Parigi"
320725,"Jawa Barat","Kab. Ciamis","Cijulang"
320726,"Jawa Barat","Kab. Ciamis","Cimerak"
320727,"Jawa Barat","Kab. Ciamis","Cigugur"
320728,"Jawa Barat","Kab. Ciamis","Langkaplancar"
320729,"Jawa Barat","Kab. Ciamis","Cimaragas"
320730,"Jawa Barat","Kab. Ciamis","Cisaga"
320731,"Jawa Barat","Kab. Ciamis","Sindangkasih"
320732,"Jawa Barat","Kab. Ciamis","Baregbeg"
320733,"Jawa Barat","Kab. Ciamis","Sukamantri"
320734,"Jawa Barat","Kab. Ciamis","Lumbung"
320735,"Jawa Barat","Kab. Ciamis","Purwadadi"
320736,"Jawa Barat","Kab. Ciamis","Mangunjaya"
320801,"Jawa Barat","Kab. Kuningan","Kadugede"
320802,"Jawa Barat","Kab. Kuningan","Ciniru"
320803,"Jawa Barat","Kab. Kuningan","Subang"
320804,"Jawa Barat","Kab. Kuningan","Ciwaru"
320805,"Jawa Barat","Kab. Kuningan","Cibingbin"
320806,"Jawa Barat","Kab. Kuningan","Luragung"
320807,"Jawa Barat","Kab. Kuningan","Lebakwangi"
320808,"Jawa Barat","Kab. Kuningan","Garawangi"
320809,"Jawa Barat","Kab. Kuningan","Kuningan"
320810,"Jawa Barat","Kab. Kuningan","Ciawigebang"
320811,"Jawa Barat","Kab. Kuningan","Cidahu"
320812,"Jawa Barat","Kab. Kuningan","Jalaksana"
320813,"Jawa Barat","Kab. Kuningan","Cilimus"
320814,"Jawa Barat","Kab. Kuningan","Mandirancan"
320815,"Jawa Barat","Kab. Kuningan","Selajambe"
320816,"Jawa Barat","Kab. Kuningan","Kramatmulya"
320817,"Jawa Barat","Kab. Kuningan","Darma"
320818,"Jawa Barat","Kab. Kuningan","Cigugur"
320819,"Jawa Barat","Kab. Kuningan","Pasawahan"
320820,"Jawa Barat","Kab. Kuningan","Nusaherang"
320821,"Jawa Barat","Kab. Kuningan","Cipicung"
320822,"Jawa Barat","Kab. Kuningan","Pancalang"
320823,"Jawa Barat","Kab. Kuningan","Japara"
320824,"Jawa Barat","Kab. Kuningan","Cimahi"
320825,"Jawa Barat","Kab. Kuningan","Cilebak"
320826,"Jawa Barat","Kab. Kuningan","Hantara"
320827,"Jawa Barat","Kab. Kuningan","Kalimanggis"
320828,"Jawa Barat","Kab. Kuningan","Cibeureum"
320829,"Jawa Barat","Kab. Kuningan","Karang Kancana"
320830,"Jawa Barat","Kab. Kuningan","Maleber"
320831,"Jawa Barat","Kab. Kuningan","Sindang Agung"
320832,"Jawa Barat","Kab. Kuningan","Cigandamekar"
320901,"Jawa Barat","Kab. Cirebon","Waled"
320902,"Jawa Barat","Kab. Cirebon","Ciledug"
320903,"Jawa Barat","Kab. Cirebon","Losari"
320904,"Jawa Barat","Kab. Cirebon","Pabedilan"
320905,"Jawa Barat","Kab. Cirebon","Babakan"
320906,"Jawa Barat","Kab. Cirebon","Karangsembung"
320907,"Jawa Barat","Kab. Cirebon","Lemahabang"
320908,"Jawa Barat","Kab. Cirebon","Susukan Lebak"
320909,"Jawa Barat","Kab. Cirebon","Sedong"
320910,"Jawa Barat","Kab. Cirebon","Astanajapura"
320911,"Jawa Barat","Kab. Cirebon","Pangenan"
320912,"Jawa Barat","Kab. Cirebon","Mundu"
320913,"Jawa Barat","Kab. Cirebon","Beber"
320914,"Jawa Barat","Kab. Cirebon","Talun"
320915,"Jawa Barat","Kab. Cirebon","Sumber"
320916,"Jawa Barat","Kab. Cirebon","Dukupuntang"
320917,"Jawa Barat","Kab. Cirebon","Palimanan"
320918,"Jawa Barat","Kab. Cirebon","Plumbon"
320919,"Jawa Barat","Kab. Cirebon","Weru"
320920,"Jawa Barat","Kab. Cirebon","Kedawung"
320921,"Jawa Barat","Kab. Cirebon","Gunung Jati"
320922,"Jawa Barat","Kab. Cirebon","Kapetakan"
320923,"Jawa Barat","Kab. Cirebon","Klangenan"
320924,"Jawa Barat","Kab. Cirebon","Arjawinangun"
320925,"Jawa Barat","Kab. Cirebon","Panguragan"
320926,"Jawa Barat","Kab. Cirebon","Ciwaringin"
320927,"Jawa Barat","Kab. Cirebon","Susukan"
320928,"Jawa Barat","Kab. Cirebon","Gegesik"
320929,"Jawa Barat","Kab. Cirebon","Kaliwedi"
320930,"Jawa Barat","Kab. Cirebon","Gebang"
320931,"Jawa Barat","Kab. Cirebon","Depok"
320932,"Jawa Barat","Kab. Cirebon","Pasaleman"
320933,"Jawa Barat","Kab. Cirebon","Pabuaran"
320934,"Jawa Barat","Kab. Cirebon","Karangwareng"
320935,"Jawa Barat","Kab. Cirebon","Tengah Tani"
320936,"Jawa Barat","Kab. Cirebon","Plered"
320937,"Jawa Barat","Kab. Cirebon","Gempol"
320938,"Jawa Barat","Kab. Cirebon","Greged"
320939,"Jawa Barat","Kab. Cirebon","Suranenggala"
320940,"Jawa Barat","Kab. Cirebon","Jamblang"
321001,"Jawa Barat","Kab. Majalengka","Lemahsugih"
321002,"Jawa Barat","Kab. Majalengka","Bantarujeg"
321003,"Jawa Barat","Kab. Majalengka","Cikijing"
321004,"Jawa Barat","Kab. Majalengka","Talaga"
321005,"Jawa Barat","Kab. Majalengka","Argapura"
321006,"Jawa Barat","Kab. Majalengka","Maja"
321007,"Jawa Barat","Kab. Majalengka","Majalengka"
321008,"Jawa Barat","Kab. Majalengka","Sukahaji"
321009,"Jawa Barat","Kab. Majalengka","Rajagaluh"
321010,"Jawa Barat","Kab. Majalengka","Leuwimunding"
321011,"Jawa Barat","Kab. Majalengka","Jatiwangi"
321012,"Jawa Barat","Kab. Majalengka","Dawuan"
321013,"Jawa Barat","Kab. Majalengka","Kadipaten"
321014,"Jawa Barat","Kab. Majalengka","Kertajati"
321015,"Jawa Barat","Kab. Majalengka","Jatitujuh"
321016,"Jawa Barat","Kab. Majalengka","Ligung"
321017,"Jawa Barat","Kab. Majalengka","Sumberjaya"
321018,"Jawa Barat","Kab. Majalengka","Panyingkiran"
321019,"Jawa Barat","Kab. Majalengka","Palasah"
321020,"Jawa Barat","Kab. Majalengka","Cigasong"
321021,"Jawa Barat","Kab. Majalengka","Sindangwangi"
321022,"Jawa Barat","Kab. Majalengka","Banjaran"
321023,"Jawa Barat","Kab. Majalengka","Cingambul"
321024,"Jawa Barat","Kab. Majalengka","Kasokandel"
321025,"Jawa Barat","Kab. Majalengka","Sindang"
321026,"Jawa Barat","Kab. Majalengka","Malausma"
321101,"Jawa Barat","Kab. Sumedang","Wado"
321102,"Jawa Barat","Kab. Sumedang","Jatinunggal"
321103,"Jawa Barat","Kab. Sumedang","Darmaraja"
321104,"Jawa Barat","Kab. Sumedang","Cibugel"
321105,"Jawa Barat","Kab. Sumedang","Cisitu"
321106,"Jawa Barat","Kab. Sumedang","Situraja"
321107,"Jawa Barat","Kab. Sumedang","Conggeang"
321108,"Jawa Barat","Kab. Sumedang","Paseh"
321109,"Jawa Barat","Kab. Sumedang","Surian"
321110,"Jawa Barat","Kab. Sumedang","Buahdua"
321111,"Jawa Barat","Kab. Sumedang","Tanjungsari"
321112,"Jawa Barat","Kab. Sumedang","Sukasari"
321113,"Jawa Barat","Kab. Sumedang","Pamulihan"
321114,"Jawa Barat","Kab. Sumedang","Cimanggung"
321115,"Jawa Barat","Kab. Sumedang","Jatinangor"
321116,"Jawa Barat","Kab. Sumedang","Rancakalong"
321117,"Jawa Barat","Kab. Sumedang","Sumedang Selatan"
321118,"Jawa Barat","Kab. Sumedang","Sumedang Utara"
321119,"Jawa Barat","Kab. Sumedang","Ganeas"
321120,"Jawa Barat","Kab. Sumedang","Tanjungkerta"
321121,"Jawa Barat","Kab. Sumedang","Tanjungmedar"
321122,"Jawa Barat","Kab. Sumedang","Cimalaka"
321123,"Jawa Barat","Kab. Sumedang","Cisarua"
321124,"Jawa Barat","Kab. Sumedang","Tomo"
321125,"Jawa Barat","Kab. Sumedang","Ujungjaya"
321126,"Jawa Barat","Kab. Sumedang","Jatigede"
321201,"Jawa Barat","Kab. Indramayu","Haurgeulis"
321202,"Jawa Barat","Kab. Indramayu","Kroya"
321203,"Jawa Barat","Kab. Indramayu","Gabuswetan"
321204,"Jawa Barat","Kab. Indramayu","Cikedung"
321205,"Jawa Barat","Kab. Indramayu","Lelea"
321206,"Jawa Barat","Kab. Indramayu","Bangodua"
321207,"Jawa Barat","Kab. Indramayu","Widasari"
321208,"Jawa Barat","Kab. Indramayu","Kertasemaya"
321209,"Jawa Barat","Kab. Indramayu","Krangkeng"
321210,"Jawa Barat","Kab. Indramayu","Karangampel"
321211,"Jawa Barat","Kab. Indramayu","Juntinyuat"
321212,"Jawa Barat","Kab. Indramayu","Sliyeg"
321213,"Jawa Barat","Kab. Indramayu","Jatibarang"
321214,"Jawa Barat","Kab. Indramayu","Balongan"
321215,"Jawa Barat","Kab. Indramayu","Indramayu"
321216,"Jawa Barat","Kab. Indramayu","Sindang"
321217,"Jawa Barat","Kab. Indramayu","Cantigi"
321218,"Jawa Barat","Kab. Indramayu","Lohbener"
321219,"Jawa Barat","Kab. Indramayu","Arahan"
321220,"Jawa Barat","Kab. Indramayu","Losarang"
321221,"Jawa Barat","Kab. Indramayu","Kandanghaur"
321222,"Jawa Barat","Kab. Indramayu","Bongas"
321223,"Jawa Barat","Kab. Indramayu","Anjatan"
321224,"Jawa Barat","Kab. Indramayu","Sukra"
321225,"Jawa Barat","Kab. Indramayu","Gantar"
321226,"Jawa Barat","Kab. Indramayu","Trisi"
321227,"Jawa Barat","Kab. Indramayu","Sukagumiwang"
321228,"Jawa Barat","Kab. Indramayu","Kedokan Bunder"
321229,"Jawa Barat","Kab. Indramayu","Pasekan"
321230,"Jawa Barat","Kab. Indramayu","Tukdana"
321231,"Jawa Barat","Kab. Indramayu","Patrol"
321301,"Jawa Barat","Kab. Subang","Sagalaherang"
321302,"Jawa Barat","Kab. Subang","Cisalak"
321303,"Jawa Barat","Kab. Subang","Subang"
321304,"Jawa Barat","Kab. Subang","Kalijati"
321305,"Jawa Barat","Kab. Subang","Pabuaran"
321306,"Jawa Barat","Kab. Subang","Purwadadi"
321307,"Jawa Barat","Kab. Subang","Pagaden"
321308,"Jawa Barat","Kab. Subang","Binong"
321309,"Jawa Barat","Kab. Subang","Ciasem"
321310,"Jawa Barat","Kab. Subang","Pusakanagara"
321311,"Jawa Barat","Kab. Subang","Pamanukan"
321312,"Jawa Barat","Kab. Subang","Jalancagak"
321313,"Jawa Barat","Kab. Subang","Blanakan"
321314,"Jawa Barat","Kab. Subang","Tanjungsiang"
321315,"Jawa Barat","Kab. Subang","Compreng"
321316,"Jawa Barat","Kab. Subang","Patokbeusi"
321317,"Jawa Barat","Kab. Subang","Cibogo"
321318,"Jawa Barat","Kab. Subang","Cipunagara"
321319,"Jawa Barat","Kab. Subang","Cijambe"
321320,"Jawa Barat","Kab. Subang","Cipeunduey"
321321,"Jawa Barat","Kab. Subang","Legonkulon"
321322,"Jawa Barat","Kab. Subang","Cikaum"
321323,"Jawa Barat","Kab. Subang","Serangpanjang"
321324,"Jawa Barat","Kab. Subang","Sukasari"
321325,"Jawa Barat","Kab. Subang","Tambakdahan"
321326,"Jawa Barat","Kab. Subang","Kasomalang"
321327,"Jawa Barat","Kab. Subang","Dawuan"
321328,"Jawa Barat","Kab. Subang","Pagaden Barat"
321329,"Jawa Barat","Kab. Subang","Ciater"
321330,"Jawa Barat","Kab. Subang","Pusakajaya"
321401,"Jawa Barat","Kab. Purwakarta","Purwakarta"
321402,"Jawa Barat","Kab. Purwakarta","Campaka"
321403,"Jawa Barat","Kab. Purwakarta","Jatiluhur"
321404,"Jawa Barat","Kab. Purwakarta","Plered"
321405,"Jawa Barat","Kab. Purwakarta","Sukatani"
321406,"Jawa Barat","Kab. Purwakarta","Darangdan"
321407,"Jawa Barat","Kab. Purwakarta","Maniis"
321408,"Jawa Barat","Kab. Purwakarta","Tegalwaru"
321409,"Jawa Barat","Kab. Purwakarta","Wanayasa"
321410,"Jawa Barat","Kab. Purwakarta","Pasawahan"
321411,"Jawa Barat","Kab. Purwakarta","Bojong"
321412,"Jawa Barat","Kab. Purwakarta","Babakancikao"
321413,"Jawa Barat","Kab. Purwakarta","Bungursari"
321414,"Jawa Barat","Kab. Purwakarta","Cibatu"
321415,"Jawa Barat","Kab. Purwakarta","Sukasari"
321416,"Jawa Barat","Kab. Purwakarta","Pondoksalam"
321417,"Jawa Barat","Kab. Purwakarta","Kiarapedes"
